student_id,name,age,gender,batch,domain,attendance_pct,assignment_score,project_score,quiz_score,mock_interview_score,communication_score,hackathons_participated,github_commits,certifications,internship_during_course,backlogs,placement_status,salary_lpa,company_tier
STU00891,Nandini Srivastava,25,Male,2022,QA,84.8,72.7,70.3,67.7,6.5,7.5,0,172,1,0,0,Job,5.36,Tier 3
STU00892,Tanvi Srivastava,23,Female,2023,MERN,68.0,50.3,54.9,51.5,3.0,5.5,0,102,3,0,0,Job,5.34,Tier 3
STU00893,Simran Gandhi,27,Female,2024,MERN,76.0,62.7,56.5,60.7,7.0,5.0,2,134,0,0,3,Job,6.53,Tier 2
STU00894,Vinay Reddy,19,Female,2023,QA,69.9,66.2,65.4,65.9,7.4,4.5,0,98,0,1,0,No Job,0.0,Not Placed
STU00895,Amar Kumar,22,Female,2022,Data Science,51.6,48.6,37.2,31.0,4.9,5.4,1,100,2,1,0,Job,8.16,Tier 1
STU00896,Asha Goyal,23,Male,2022,Data Science,60.2,38.9,38.8,42.5,5.9,5.4,0,90,1,0,0,Internship,2.19,Tier 3
STU00897,Kavya Nair,26,Male,2024,DevOps,47.5,34.5,47.4,36.6,3.5,4.2,2,67,1,0,1,No Job,0.0,Not Placed
STU00898,Swati Tiwari,21,Other,2023,DevOps,64.9,59.2,46.5,49.1,5.3,4.4,3,124,2,0,3,No Job,0.0,Not Placed
STU00899,Ankit Varma,23,Male,2023,Figma Designer,74.2,61.0,57.0,51.9,2.5,5.0,3,125,4,1,1,Job,4.98,Tier 3
STU00900,Lakshmi Malhotra,21,Female,2022,Data Science,67.9,52.7,53.5,40.2,4.6,5.3,0,63,1,0,0,Internship,2.49,Tier 3
STU00901,Mira Trivedi,25,Female,2024,Data Science,58.2,43.3,33.9,49.8,6.6,4.3,0,57,1,0,1,No Job,0.0,Not Placed
STU00902,Tushar Mishra,21,Female,2024,Data Science,71.9,57.9,48.2,55.7,6.5,5.7,2,143,0,0,0,Internship,2.04,Tier 3
STU00903,Karan Chawla,25,Male,2022,Data Science,61.0,57.7,55.2,47.5,4.2,4.8,0,70,1,0,2,No Job,0.0,Not Placed
STU00904,Akshay Varma,20,Male,2022,Data Science,65.8,40.9,50.2,49.6,4.2,3.9,2,62,0,0,0,No Job,0.0,Not Placed
STU00905,Lakshmi Rao,25,Male,2024,Cybersecurity,85.1,78.0,66.1,73.9,4.7,5.5,3,151,1,1,1,Job,7.73,Tier 2
STU00906,Deepak Trivedi,27,Male,2024,DevOps,76.1,55.2,61.8,53.3,5.3,4.2,0,73,4,0,2,Job,6.13,Tier 2
STU00907,Anish Rastogi,23,Female,2023,QA,60.7,54.6,55.2,49.4,3.4,3.2,1,67,2,0,1,No Job,0.0,Not Placed
STU00908,Vikram Pillai,24,Female,2024,Figma Designer,75.9,70.3,61.6,66.3,6.2,5.8,0,78,2,1,0,No Job,0.0,Not Placed
STU00909,Karishma Rao,21,Female,2023,Cybersecurity,48.9,41.0,29.8,43.1,3.0,4.2,4,71,2,0,1,Job,4.55,Tier 3
STU00910,Sakshi Sharma,23,Male,2022,Data Science,52.4,41.0,27.4,42.3,4.3,3.0,0,42,3,0,2,No Job,0.0,Not Placed
STU00911,Abhinav Garg,23,Male,2024,Data Science,71.6,44.5,56.3,38.5,4.1,5.3,1,117,0,1,3,No Job,0.0,Not Placed
STU00912,Rohit Patel,21,Male,2023,Figma Designer,58.0,51.0,52.9,42.1,4.3,5.4,0,99,3,0,0,No Job,0.0,Not Placed
STU00913,Ankita Sinha,26,Male,2024,DevOps,70.3,69.4,65.2,58.7,6.7,5.4,3,165,2,1,0,Job,6.46,Tier 2
STU00914,Pranav Rastogi,24,Male,2022,QA,65.6,54.2,38.2,48.7,3.9,4.5,0,76,2,0,1,No Job,0.0,Not Placed
STU00915,Ankit Mishra,21,Male,2023,QA,53.8,36.5,39.3,37.1,3.9,3.4,1,103,1,0,0,No Job,0.0,Not Placed
STU00916,Yogesh Tiwari,19,Male,2024,Figma Designer,64.4,62.2,57.6,69.6,7.7,6.8,2,185,1,0,0,Internship,0.96,Tier 3
STU00917,Ashish Srivastava,19,Male,2023,Figma Designer,45.2,25.3,20.2,22.1,5.0,2.3,1,49,0,0,2,No Job,0.0,Not Placed
STU00918,Suresh Roy,20,Other,2023,DevOps,71.5,69.8,67.0,61.8,7.0,6.0,0,106,1,0,0,No Job,0.0,Not Placed
STU00919,Nitin Kumar,23,Male,2024,MERN,64.9,56.7,47.8,56.0,5.0,6.3,3,174,3,1,0,Job,5.64,Tier 2
STU00920,Vinay Shah,25,Female,2023,Figma Designer,55.4,43.9,34.5,29.3,6.3,4.4,1,79,0,0,2,No Job,0.0,Not Placed
STU00921,Yash Chauhan,19,Male,2023,DevOps,51.0,34.7,33.4,46.3,4.9,3.7,1,76,2,0,1,No Job,0.0,Not Placed
STU00922,Saloni Pillai,19,Male,2024,Data Science,63.6,51.5,59.9,56.7,4.2,3.8,3,88,0,0,0,No Job,0.0,Not Placed
STU00923,Rajesh Dixit,22,Male,2022,Cybersecurity,68.5,63.6,66.5,71.5,6.5,7.8,2,174,0,0,0,Job,6.95,Tier 2
STU00924,Varun Rastogi,24,Female,2024,DevOps,60.7,51.7,47.6,56.2,4.1,4.0,0,60,0,0,0,Internship,2.41,Tier 3
STU00925,Tanvi Nair,27,Male,2024,Figma Designer,75.6,59.2,70.4,50.2,6.5,7.2,1,117,2,0,0,No Job,0.0,Not Placed
STU00926,Nitin Ghosh,19,Male,2023,Cybersecurity,74.6,63.8,65.0,72.3,5.9,5.7,0,92,3,1,0,Job,7.12,Tier 2
STU00927,Sourabh Shukla,23,Female,2023,MERN,79.1,73.5,53.9,71.5,5.5,6.2,1,125,0,0,0,Job,7.72,Tier 2
STU00928,Sonam Kaur,27,Male,2024,Figma Designer,85.6,70.7,74.9,63.7,6.4,5.9,1,130,1,0,0,No Job,0.0,Not Placed
STU00929,Priya Joshi,26,Male,2022,QA,47.0,38.4,29.0,38.0,3.6,3.6,2,84,2,0,2,No Job,0.0,Not Placed
STU00930,Surbhi Sharma,25,Male,2023,Cybersecurity,75.9,76.3,68.5,72.5,5.7,5.3,3,157,1,1,2,Job,7.04,Tier 2
STU00931,Zara Batra,20,Male,2023,MERN,87.3,95.9,86.4,76.6,8.0,8.5,3,182,2,1,0,No Job,0.0,Not Placed
STU00932,Simran Gupta,27,Female,2022,MERN,82.4,69.3,59.7,73.5,6.3,4.2,3,180,0,0,0,Internship,2.41,Tier 3
STU00933,Ankita Kaur,26,Female,2023,Cybersecurity,58.1,56.5,42.4,43.7,4.4,4.7,5,188,1,0,0,No Job,0.0,Not Placed
STU00934,Ashish Dixit,27,Male,2024,Data Science,56.9,43.6,20.7,43.4,4.0,6.2,2,68,1,0,1,No Job,0.0,Not Placed
STU00935,Prachi Kaur,27,Male,2024,MERN,58.4,58.5,47.8,55.7,4.9,5.7,2,93,1,0,0,Internship,2.26,Tier 2
STU00936,Shreya Iyer,27,Female,2023,Cybersecurity,78.9,69.6,68.1,55.4,7.4,6.4,0,105,1,0,1,Job,7.76,Tier 2
STU00937,Meena Garg,21,Male,2023,DevOps,67.6,54.3,54.6,42.4,6.2,5.8,1,95,0,1,1,Job,6.87,Tier 2
STU00938,Pooja Patel,25,Female,2023,MERN,60.7,44.8,20.0,38.5,2.2,4.0,1,20,2,0,1,Job,5.25,Tier 3
STU00939,Riya Sharma,19,Male,2022,Data Science,70.0,60.7,68.6,61.7,5.0,5.6,2,103,2,1,0,Job,8.09,Tier 1
STU00940,Tarun Dutta,27,Female,2024,DevOps,70.4,67.5,83.2,68.0,5.0,7.2,0,147,1,1,0,No Job,0.0,Not Placed
STU00941,Amit Patel,27,Female,2024,QA,60.6,42.7,46.4,31.6,3.6,3.3,3,44,1,1,3,No Job,0.0,Not Placed
STU00942,Anjali Reddy,21,Female,2024,MERN,72.6,67.3,63.1,72.4,7.3,6.6,0,118,4,0,0,Internship,0.95,Tier 3
STU00943,Amar Ghosh,23,Male,2023,Data Science,70.0,50.3,45.3,60.4,4.4,4.5,1,71,1,0,3,No Job,0.0,Not Placed
STU00944,Ishaan Dubey,26,Female,2023,Cybersecurity,72.9,67.0,54.3,59.0,6.0,5.1,4,190,1,0,0,Job,7.04,Tier 2
STU00945,Nikhil Khanna,24,Male,2022,Figma Designer,70.7,68.9,74.2,53.6,6.6,6.7,1,81,1,0,0,Internship,2.5,Tier 3
STU00946,Divya Roy,27,Female,2023,Cybersecurity,64.2,59.1,51.6,52.4,3.4,5.2,2,100,3,0,1,Job,6.45,Tier 2
STU00947,Lalit Roy,21,Male,2023,Data Science,63.2,44.9,36.3,46.6,4.0,4.2,1,45,1,0,1,No Job,0.0,Not Placed
STU00948,Geeta Batra,25,Female,2024,MERN,65.4,74.2,69.1,66.4,4.2,7.2,1,95,1,1,0,No Job,0.0,Not Placed
STU00949,Sahil Shah,24,Male,2024,QA,66.0,54.6,58.4,66.0,4.5,4.3,2,83,2,1,0,No Job,0.0,Not Placed
STU00950,Ankit Tiwari,23,Male,2024,MERN,78.4,62.8,63.8,63.7,5.8,7.3,3,151,3,1,0,No Job,0.0,Not Placed
STU00951,Karishma Ghosh,22,Female,2024,Cybersecurity,69.7,36.1,32.5,41.6,3.1,5.1,3,125,2,0,0,No Job,0.0,Not Placed
STU00952,Geeta Patel,23,Male,2022,MERN,65.9,52.7,57.8,59.4,5.5,6.6,0,168,0,0,0,Job,6.67,Tier 2
STU00953,Ritesh Rastogi,22,Female,2023,Data Science,66.6,62.6,62.9,56.6,3.4,4.5,3,74,1,0,0,Job,6.51,Tier 2
STU00954,Abhinav Garg,21,Female,2022,QA,51.8,57.5,37.9,42.1,2.7,5.1,0,58,2,0,1,No Job,0.0,Not Placed
STU00955,Sandeep Kaur,25,Female,2022,QA,72.1,72.0,65.0,74.6,6.7,6.5,0,91,1,1,0,Internship,1.98,Tier 3
STU00956,Ritesh Mishra,24,Female,2023,Cybersecurity,70.3,63.8,68.5,62.1,6.9,5.8,5,216,4,0,0,Job,7.84,Tier 2
STU00957,Prateek Gupta,22,Male,2024,MERN,65.2,62.9,56.2,63.1,4.3,5.3,0,90,1,1,0,Job,7.18,Tier 2
STU00958,Vikas Nair,27,Male,2023,Data Science,74.5,54.4,50.7,54.0,4.8,3.7,0,98,3,0,1,No Job,0.0,Not Placed
STU00959,Sonam Kapoor,19,Male,2022,DevOps,69.9,59.7,63.2,70.6,5.3,4.6,1,160,1,0,1,Job,7.19,Tier 2
STU00960,Manish Goyal,19,Male,2022,DevOps,55.7,35.6,43.8,24.5,4.5,5.3,3,79,3,0,0,No Job,0.0,Not Placed
STU00961,Uday Joshi,27,Male,2022,Data Science,60.3,65.9,63.9,72.6,6.8,5.9,1,101,1,0,0,Job,8.05,Tier 1
STU00962,Amar Jain,25,Female,2022,Data Science,74.9,62.1,64.6,56.2,8.4,4.9,3,131,1,0,0,Job,8.01,Tier 1
STU00963,Neha Bhatt,20,Male,2022,Data Science,77.9,46.1,43.0,38.3,4.7,5.6,0,41,1,1,0,Internship,1.61,Tier 3
STU00964,Aditya Agarwal,23,Male,2023,Figma Designer,62.9,53.3,62.2,46.3,7.0,6.6,1,83,0,0,1,No Job,0.0,Not Placed
STU00965,Nikhil Singh,22,Female,2024,QA,52.7,22.7,22.7,21.0,3.0,5.1,4,86,0,0,2,No Job,0.0,Not Placed
STU00966,Arjun Roy,19,Male,2023,Figma Designer,71.2,59.8,58.7,68.3,5.6,6.8,0,106,3,1,0,Job,4.36,Tier 3
STU00967,Palak Shah,27,Male,2023,Data Science,59.1,53.7,47.3,60.6,4.3,3.3,4,119,1,0,0,Internship,2.19,Tier 3
STU00968,Pooja Malhotra,24,Male,2022,Figma Designer,53.0,26.7,20.0,15.0,1.6,3.1,0,0,2,0,1,No Job,0.0,Not Placed
STU00969,Deepika Dutta,24,Female,2024,Data Science,72.2,63.3,44.1,54.5,5.4,3.6,1,104,1,0,0,No Job,0.0,Not Placed
STU00970,Ashu Ghosh,22,Female,2023,DevOps,68.3,53.8,52.2,58.5,5.6,4.0,0,70,1,0,0,No Job,0.0,Not Placed
STU00971,Vikas Goyal,20,Female,2024,QA,67.8,41.0,35.3,48.6,4.1,5.1,1,84,1,0,0,No Job,0.0,Not Placed
STU00972,Farhan Chopra,26,Male,2024,MERN,85.1,69.4,69.0,68.3,6.9,6.5,2,178,1,1,0,Job,6.36,Tier 2
STU00973,Nitin Malhotra,26,Female,2024,DevOps,61.3,57.5,48.0,45.1,5.1,6.0,3,93,2,0,2,No Job,0.0,Not Placed
STU00974,Ashish Patel,21,Female,2022,Data Science,56.2,35.4,33.5,28.4,4.4,4.3,1,34,1,0,0,No Job,0.0,Not Placed
STU00975,Mira Chopra,25,Male,2023,Data Science,74.5,73.0,60.8,61.4,6.2,7.4,4,177,2,1,0,Job,7.76,Tier 2
STU00976,Ruchi Mishra,25,Male,2022,Cybersecurity,66.0,64.0,66.3,70.8,5.0,5.9,1,104,0,0,1,Job,6.36,Tier 2
STU00977,Lalit Chawla,23,Female,2022,Cybersecurity,54.1,27.2,20.0,24.8,3.4,3.4,0,93,2,0,0,No Job,0.0,Not Placed
STU00978,Aditya Patel,23,Male,2022,QA,62.0,39.4,38.5,50.1,6.2,6.1,1,94,1,0,0,No Job,0.0,Not Placed
STU00979,Pooja Verma,26,Female,2024,DevOps,50.6,43.6,44.5,38.5,3.6,4.4,0,42,1,0,3,No Job,0.0,Not Placed
STU00980,Mira Kumar,22,Male,2024,Cybersecurity,40.0,21.4,20.0,25.9,4.0,4.2,1,0,0,0,0,No Job,0.0,Not Placed
STU00981,Nitin Bansal,19,Male,2022,Data Science,58.2,38.4,26.1,21.7,4.8,4.9,0,44,0,0,0,No Job,0.0,Not Placed
STU00982,Avni Ghosh,19,Male,2023,Data Science,56.1,54.6,71.7,58.1,6.3,8.0,1,117,3,1,0,Internship,1.4,Tier 3
STU00983,Dev Pillai,27,Male,2024,Figma Designer,59.4,45.1,37.0,51.9,4.3,4.1,3,116,4,1,0,No Job,0.0,Not Placed
STU00984,Rohan Chawla,22,Male,2023,Data Science,61.2,44.3,24.1,38.1,5.4,4.8,2,108,1,0,3,No Job,0.0,Not Placed
STU00985,Ashish Verma,19,Female,2023,Cybersecurity,65.6,58.8,53.9,54.8,4.9,4.9,0,48,2,0,1,No Job,0.0,Not Placed
STU00986,Sandeep Sharma,20,Female,2023,Data Science,90.0,98.7,100.0,83.3,7.8,7.2,0,206,3,1,0,Job,9.62,Tier 1
STU00987,Anil Singh,25,Female,2024,Cybersecurity,71.2,64.7,60.6,59.5,7.1,5.6,0,116,0,0,0,Job,7.77,Tier 2
STU00988,Manisha Kaur,20,Female,2023,Cybersecurity,70.8,77.8,54.6,66.8,5.7,6.8,1,117,4,1,0,Job,6.98,Tier 2
STU00989,Abhinav Kumar,19,Male,2024,MERN,55.2,34.1,39.8,34.7,4.0,5.0,1,31,2,0,0,No Job,0.0,Not Placed
STU00990,Rajni Dubey,27,Female,2023,MERN,67.6,61.7,70.6,62.0,5.1,4.3,3,116,2,1,0,Internship,2.2,Tier 3
STU00991,Pooja Gandhi,23,Male,2022,Cybersecurity,61.0,59.0,51.4,55.1,3.1,5.0,1,83,3,1,3,No Job,0.0,Not Placed
STU00992,Sahil Chopra,22,Male,2023,MERN,65.3,31.0,28.1,30.4,2.8,6.0,3,99,1,0,0,No Job,0.0,Not Placed
STU00993,Ayush Iyer,22,Male,2022,Data Science,68.3,63.1,54.0,47.1,3.8,3.6,5,174,3,1,2,Internship,2.21,Tier 3
STU00994,Sourabh Iyer,19,Male,2023,Cybersecurity,57.9,43.7,41.8,41.8,4.3,3.4,0,85,4,0,0,No Job,0.0,Not Placed
STU00995,Vineeta Rao,21,Male,2022,Data Science,66.8,60.1,58.2,70.1,5.3,6.4,1,93,0,0,0,No Job,0.0,Not Placed
STU00996,Karan Rastogi,19,Male,2024,QA,58.6,47.1,44.7,42.2,5.1,4.8,2,65,0,1,2,Job,3.94,Tier 3
STU00997,Anjali Yadav,23,Male,2023,DevOps,61.0,48.6,43.5,40.0,3.7,2.8,1,48,0,0,1,No Job,0.0,Not Placed
STU00998,Shivam Reddy,23,Female,2024,Data Science,62.1,52.7,51.5,46.5,4.1,4.8,0,64,1,1,0,No Job,0.0,Not Placed
STU00999,Uma Tiwari,27,Male,2024,Cybersecurity,71.9,61.7,81.8,66.1,8.9,5.6,3,146,3,1,0,No Job,0.0,Not Placed
STU01000,Anand Dubey,26,Male,2024,DevOps,55.2,34.8,31.2,40.2,3.0,3.3,3,113,2,0,1,No Job,0.0,Not Placed
STU01001,Sanjay Kumar,23,Female,2024,MERN,60.2,49.7,42.5,47.3,4.8,6.7,0,44,0,0,2,No Job,0.0,Not Placed
STU01002,Khushi Gupta,23,Male,2023,DevOps,63.3,67.3,48.1,52.2,6.4,3.9,0,44,1,0,0,No Job,0.0,Not Placed
STU01003,Riya Rastogi,25,Female,2022,MERN,64.5,45.5,29.0,47.1,4.7,4.0,1,97,1,0,0,Job,4.7,Tier 3
STU01004,Ruchi Goyal,20,Female,2024,MERN,83.6,69.9,72.6,81.0,6.3,6.6,3,192,3,1,0,Job,7.59,Tier 2
STU01005,Mohit Kaur,25,Male,2024,Data Science,72.5,74.0,71.1,70.7,5.4,4.9,1,117,3,1,0,Job,9.0,Tier 1
STU01006,Sneha Joshi,19,Male,2024,MERN,96.3,80.2,67.9,71.0,5.4,7.5,0,125,3,1,0,Job,7.63,Tier 2
STU01007,Isha Dixit,23,Male,2023,MERN,65.9,68.0,56.1,75.4,5.4,5.1,0,84,1,1,0,Internship,1.77,Tier 3
STU01008,Kavya Rastogi,24,Male,2023,Cybersecurity,78.5,67.6,71.3,57.3,6.0,5.1,1,179,3,1,0,Job,7.63,Tier 2
STU01009,Zara Reddy,19,Male,2022,Cybersecurity,68.6,48.6,44.0,51.3,5.0,5.8,2,68,2,0,2,No Job,0.0,Not Placed
STU01010,Abhinav Reddy,27,Male,2024,DevOps,63.7,57.1,38.0,48.9,3.7,5.2,2,62,1,0,0,No Job,0.0,Not Placed
STU01011,Isha Tiwari,27,Male,2022,QA,70.2,48.1,33.6,46.4,4.0,4.7,2,78,2,0,0,No Job,0.0,Not Placed
STU01012,Rohit Pillai,19,Female,2022,QA,47.8,24.1,20.0,30.2,4.4,2.8,0,29,1,0,0,No Job,0.0,Not Placed
STU01013,Isha Gandhi,22,Male,2023,DevOps,61.8,45.4,39.5,37.0,3.7,4.4,1,107,2,0,0,No Job,0.0,Not Placed
STU01014,Divya Kaur,26,Female,2023,Cybersecurity,64.6,59.8,47.8,48.4,4.0,4.9,1,106,2,0,0,Job,6.42,Tier 2
STU01015,Vaibhav Arora,20,Male,2022,MERN,53.2,62.0,51.9,49.6,3.6,4.3,0,86,3,0,0,Job,5.75,Tier 2
STU01016,Karan Sinha,26,Female,2024,Figma Designer,91.0,90.9,92.4,82.7,10.0,9.0,3,180,3,1,0,Internship,1.2,Tier 3
STU01017,Shreya Ghosh,27,Male,2024,Data Science,60.1,43.2,23.9,30.4,2.4,6.1,1,48,1,1,1,No Job,0.0,Not Placed
STU01018,Tanvi Trivedi,27,Female,2023,MERN,58.6,51.7,38.2,57.5,4.4,3.8,0,81,1,0,0,No Job,0.0,Not Placed
STU01019,Kunal Srivastava,19,Male,2023,Cybersecurity,99.6,83.5,84.4,85.4,9.2,8.8,2,209,1,0,0,Job,8.71,Tier 1
STU01020,Ritesh Bansal,27,Female,2024,Data Science,59.7,41.6,43.6,33.8,5.4,4.3,0,32,1,1,0,No Job,0.0,Not Placed
STU01021,Amar Desai,22,Male,2022,Data Science,50.3,48.1,33.5,32.0,4.1,2.9,0,24,0,0,0,Job,4.96,Tier 3
STU01022,Amar Desai,26,Male,2024,DevOps,59.7,48.6,48.3,47.7,5.2,5.4,1,79,3,0,1,No Job,0.0,Not Placed
STU01023,Vaibhav Rao,27,Male,2022,DevOps,53.3,49.6,48.9,49.2,3.2,4.2,0,87,0,0,1,No Job,0.0,Not Placed
STU01024,Ishaan Tiwari,21,Male,2023,Cybersecurity,71.4,70.3,68.4,62.4,4.9,6.7,0,125,3,0,0,Job,8.43,Tier 1
STU01025,Zara Dutta,24,Male,2023,QA,68.5,45.4,48.5,54.7,4.6,6.2,2,88,1,0,0,Internship,1.45,Tier 3
STU01026,Anand Chopra,21,Male,2024,Data Science,56.6,44.5,32.4,46.9,3.2,4.7,1,29,3,0,1,No Job,0.0,Not Placed
STU01027,Meena Nair,19,Male,2022,Data Science,70.9,59.1,56.0,60.5,5.9,4.9,3,134,3,1,0,Job,8.35,Tier 1
STU01028,Pankaj Joshi,24,Male,2022,Cybersecurity,71.0,68.3,49.9,52.5,5.1,7.0,0,51,3,0,0,Job,6.29,Tier 2
STU01029,Pankaj Chawla,23,Female,2023,MERN,53.8,35.3,28.8,30.2,4.9,3.5,3,43,1,0,0,No Job,0.0,Not Placed
STU01030,Ritesh Joshi,21,Female,2023,Cybersecurity,82.5,67.4,60.8,58.5,5.8,6.4,0,103,1,0,0,No Job,0.0,Not Placed
STU01031,Sachin Batra,22,Male,2023,Data Science,75.4,68.0,55.2,58.1,4.1,6.4,2,133,4,0,0,Internship,1.21,Tier 2
STU01032,Amar Kaur,20,Female,2023,DevOps,45.3,33.2,23.7,30.5,2.1,4.2,0,61,1,0,0,No Job,0.0,Not Placed
STU01033,Divya Bansal,22,Male,2023,DevOps,53.1,25.3,20.0,26.1,3.2,4.4,3,51,1,0,1,No Job,0.0,Not Placed
STU01034,Khushi Trivedi,22,Male,2022,DevOps,54.7,53.0,34.0,41.0,3.9,4.0,0,70,1,0,0,Job,5.03,Tier 3
STU01035,Anushka Dubey,21,Male,2022,DevOps,58.9,44.9,44.6,45.4,4.2,4.3,1,107,1,0,1,No Job,0.0,Not Placed
STU01036,Sakshi Dutta,24,Male,2023,DevOps,62.5,61.3,58.4,67.0,6.4,4.9,0,129,2,0,2,No Job,0.0,Not Placed
STU01037,Sara Dutta,19,Female,2023,MERN,59.3,50.0,51.9,53.0,5.0,5.6,2,133,2,0,2,No Job,0.0,Not Placed
STU01038,Ankit Malhotra,27,Male,2022,Data Science,62.6,57.4,49.0,43.6,3.8,4.6,0,33,0,0,3,No Job,0.0,Not Placed
STU01039,Lakshmi Jain,21,Female,2022,Data Science,46.3,41.1,32.9,43.2,4.8,3.8,2,84,1,0,0,No Job,0.0,Not Placed
STU01040,Naman Sharma,21,Male,2023,DevOps,74.6,74.2,68.9,79.3,5.8,5.7,3,131,4,1,1,No Job,0.0,Not Placed
STU01041,Lakshmi Chopra,21,Male,2022,MERN,55.2,31.5,24.8,29.3,4.1,4.0,3,155,0,0,0,No Job,0.0,Not Placed
STU01042,Sonam Rastogi,25,Male,2023,DevOps,48.1,35.4,32.6,28.5,3.0,4.0,1,78,1,0,0,No Job,0.0,Not Placed
STU01043,Mehak Verma,26,Female,2023,MERN,71.1,52.4,45.1,43.0,5.4,4.9,1,116,0,0,0,Internship,2.1,Tier 3
STU01044,Sakshi Chauhan,20,Male,2022,Cybersecurity,73.7,72.4,72.3,61.3,6.6,6.4,2,135,1,1,0,Job,7.94,Tier 2
STU01045,Ashu Jain,19,Male,2022,QA,76.3,63.8,53.1,69.6,6.9,5.5,3,151,1,1,0,No Job,0.0,Not Placed
STU01046,Bhavna Shukla,23,Male,2024,MERN,60.6,58.7,49.2,40.6,3.8,3.4,2,99,4,0,0,No Job,0.0,Not Placed
STU01047,Surbhi Tiwari,26,Other,2024,Data Science,58.6,39.4,42.3,47.9,4.6,5.5,3,92,2,0,0,Internship,2.18,Tier 3
STU01048,Nikita Bansal,21,Male,2023,Data Science,45.7,31.1,32.7,19.2,3.7,4.1,3,72,0,1,0,No Job,0.0,Not Placed
STU01049,Gaurav Dixit,24,Female,2023,Cybersecurity,77.2,83.7,90.1,72.2,7.6,7.8,2,122,0,1,0,Job,8.42,Tier 1
STU01050,Jyoti Patel,21,Male,2024,DevOps,81.6,77.5,77.7,70.2,8.0,6.8,0,189,2,1,0,Internship,1.3,Tier 3
STU01051,Mohit Ghosh,24,Male,2024,Data Science,70.1,60.4,66.4,60.9,4.6,5.9,3,151,3,0,0,No Job,0.0,Not Placed
STU01052,Swati Chawla,22,Female,2023,Cybersecurity,59.8,65.6,56.2,53.7,5.4,4.1,1,82,0,0,0,Internship,1.58,Tier 3
STU01053,Riya Pillai,25,Female,2022,Data Science,46.5,36.3,20.0,33.5,4.2,3.7,0,54,0,0,0,No Job,0.0,Not Placed
STU01054,Sanjana Rao,19,Male,2023,DevOps,67.7,63.4,46.8,47.4,4.5,5.6,2,60,2,0,1,No Job,0.0,Not Placed
STU01055,Nikhil Kumar,19,Male,2023,DevOps,78.4,68.2,65.2,61.9,6.3,5.7,2,171,1,0,0,No Job,0.0,Not Placed
STU01056,Avni Shukla,23,Male,2023,Cybersecurity,67.3,69.3,73.6,56.3,6.0,7.1,1,120,0,0,1,No Job,0.0,Not Placed
STU01057,Akash Nair,27,Female,2023,Data Science,59.4,42.5,36.7,48.1,4.9,6.1,1,31,1,0,0,No Job,0.0,Not Placed
STU01058,Vikas Joshi,23,Male,2024,Figma Designer,76.1,63.8,58.7,65.9,5.7,6.2,1,127,0,1,0,Job,5.21,Tier 3
STU01059,Nitin Kumar,22,Female,2023,Cybersecurity,70.0,60.2,52.5,64.2,5.7,6.4,0,149,1,0,0,Job,7.42,Tier 2
STU01060,Meena Rastogi,26,Male,2022,Data Science,60.1,47.1,56.7,47.7,5.2,7.1,1,115,2,1,1,Job,7.59,Tier 2
STU01061,Varun Sharma,23,Male,2022,Data Science,79.7,73.0,79.1,70.1,6.8,3.9,3,165,2,1,0,No Job,0.0,Not Placed
STU01062,Tanvi Sharma,19,Female,2023,DevOps,76.2,88.6,75.2,86.9,6.1,7.2,0,147,1,0,0,Job,9.13,Tier 1
STU01063,Pranav Ghosh,25,Other,2022,QA,84.6,85.1,75.5,77.6,8.1,8.0,1,142,1,0,0,Job,6.55,Tier 2
STU01064,Jatin Sharma,22,Male,2023,QA,59.6,47.0,46.7,47.7,4.4,3.0,0,54,0,0,2,No Job,0.0,Not Placed
STU01065,Amar Sinha,23,Female,2023,DevOps,62.2,66.1,68.7,55.7,5.4,4.9,0,109,1,0,0,Job,6.75,Tier 2
STU01066,Komal Dutta,24,Female,2023,QA,77.9,66.7,58.2,61.6,5.8,6.8,1,157,0,1,0,Job,5.29,Tier 3
STU01067,Aditya Yadav,25,Female,2024,Data Science,55.5,45.1,44.7,47.5,3.9,5.0,0,46,3,0,1,No Job,0.0,Not Placed
STU01068,Ashu Srivastava,20,Female,2023,Data Science,79.1,70.4,75.5,78.1,6.7,6.9,3,161,1,1,0,No Job,0.0,Not Placed
STU01069,Ayush Ghosh,19,Male,2022,Figma Designer,62.8,61.5,45.8,51.2,4.9,3.5,3,138,2,0,2,No Job,0.0,Not Placed
STU01070,Swati Shah,21,Female,2022,QA,64.1,53.7,41.2,35.5,5.1,3.7,0,22,1,1,1,No Job,0.0,Not Placed
STU01071,Divya Chopra,19,Female,2023,DevOps,50.4,34.3,23.3,24.6,3.3,3.4,3,61,3,1,1,No Job,0.0,Not Placed
STU01072,Tushar Pillai,22,Male,2022,QA,41.3,20.0,20.0,36.5,2.5,4.6,0,53,1,0,2,No Job,0.0,Not Placed
STU01073,Sara Trivedi,24,Male,2023,Figma Designer,59.7,56.7,66.4,37.1,3.6,5.5,0,32,0,0,0,No Job,0.0,Not Placed
STU01074,Kunal Garg,23,Male,2022,QA,40.0,21.3,20.0,15.0,1.0,1.4,2,7,0,0,0,No Job,0.0,Not Placed
STU01075,Rohan Arora,22,Female,2023,QA,76.0,75.4,71.2,77.5,6.2,5.7,1,146,0,0,0,Job,6.42,Tier 2
