student_id,name,age,gender,batch,domain,attendance_pct,assignment_score,project_score,quiz_score,mock_interview_score,communication_score,hackathons_participated,github_commits,certifications,internship_during_course,backlogs,placement_status,salary_lpa,company_tier
STU01173,Tarun Chopra,20,Male,2022,QA,68.3,71.4,60.9,65.2,4.1,5.0,3,97,0,1,0,No Job,,
STU01174,Vineeta Garg,24,Male,2023,Figma Designer,73.9,57.9,59.1,51.6,3.0,6.3,3,109,1,0,0,No Job,,
STU01175,Renu Arora,25,Female,2024,DevOps,68.2,81.7,73.5,63.7,5.0,6.1,2,124,2,1,0,No Job,,
STU01176,Lalit Desai,20,Male,2023,MERN,76.1,55.3,44.0,68.1,2.8,4.0,4,116,4,1,1,Job,4.34,Tier 3
STU01177,Aditya Kapoor,24,Male,2023,Figma Designer,88.5,57.4,51.0,61.1,5.1,4.8,1,140,3,1,3,No Job,,
STU01178,Divya Chopra,21,Male,2022,Cybersecurity,83.3,92.4,89.0,78.8,5.0,3.8,2,170,0,0,0,Internship,2.19,Tier 1
STU01179,Manisha Arora,27,Male,2024,Data Science,65.5,72.1,85.9,84.9,5.6,3.7,3,123,1,1,0,No Job,,
STU01180,Rajan Nair,22,Female,2023,DevOps,100.0,75.6,79.7,43.4,4.9,6.9,2,128,0,1,0,Internship,2.26,Tier 3
STU01181,Sonam Mehta,21,Male,2023,DevOps,80.1,74.6,76.3,80.7,5.9,5.0,1,148,2,0,2,Job,6.79,Tier 3
STU01182,Dev Dutta,21,Male,2022,QA,69.9,69.3,58.2,51.3,9.2,9.0,2,75,2,0,0,Job,5.01,Tier 2
STU01183,Akshay Roy,20,Male,2024,DevOps,74.4,70.7,75.3,69.3,1.3,7.4,1,150,3,1,0,Job,7.13,Tier 1
STU01184,Manisha Shukla,27,Male,2023,MERN,71.3,57.4,52.6,69.0,8.6,6.1,1,117,1,0,2,Job,4.79,Tier 2
STU01185,Ruchi Verma,26,Female,2023,Cybersecurity,80.7,76.6,59.6,53.9,3.2,7.4,5,113,0,0,3,No Job,,
STU01186,Tushar Ghosh,23,Male,2023,DevOps,62.1,73.9,60.9,82.4,6.6,2.9,0,121,1,0,0,No Job,,
STU01187,Krishna Khanna,27,Female,2024,MERN,81.5,56.6,58.2,57.4,8.1,6.0,3,87,3,0,0,Job,4.75,Tier 2
STU01188,Rajan Verma,20,Male,2022,DevOps,88.1,73.0,64.6,61.4,5.5,7.8,2,106,0,0,1,No Job,,
STU01189,Krishna Yadav,24,Male,2024,QA,85.9,64.9,68.9,66.4,6.2,4.2,0,135,2,0,0,No Job,,
STU01190,Ayush Khanna,25,Female,2023,Data Science,81.2,66.1,61.7,70.2,7.1,7.2,2,107,2,1,2,Job,6.36,Tier 2
STU01191,Vikram Goyal,24,Female,2023,Cybersecurity,84.9,79.7,79.1,97.5,7.7,6.6,0,158,0,0,1,No Job,,
STU01192,Manish Ghosh,21,Female,2023,MERN,82.7,61.7,59.5,60.2,3.7,3.8,0,85,2,0,2,Job,4.74,Tier 3
STU01193,Dev Sharma,27,Male,2024,MERN,90.6,96.7,87.1,93.3,6.6,8.6,4,129,0,1,0,Job,5.64,Tier 1
STU01194,Ritesh Ghosh,26,Male,2023,MERN,75.1,70.8,57.8,69.2,5.7,7.9,1,108,0,1,0,Job,5.17,Tier 3
STU01195,Priya Kapoor,26,Female,2024,MERN,67.0,61.3,80.1,65.4,6.7,7.1,0,194,0,0,0,Job,5.89,Tier 3
STU01196,Ankit Kaur,26,Male,2022,QA,82.4,55.5,39.3,55.6,6.7,4.2,1,30,1,0,2,Job,4.24,Tier 3
STU01197,Asha Roy,27,Female,2024,MERN,91.0,81.0,100.0,67.1,5.7,4.9,0,241,1,1,1,No Job,,
STU01198,Rohan Batra,19,Female,2022,Cybersecurity,73.3,69.5,74.3,71.0,5.8,6.0,1,192,1,0,0,No Job,,
STU01199,Yash Mishra,26,Female,2023,Data Science,97.2,70.1,50.3,57.6,6.8,8.4,0,43,2,1,0,Job,6.73,Tier 2
STU01200,Geeta Nair,20,Female,2023,Figma Designer,82.6,64.6,66.4,44.0,5.0,5.9,0,170,0,0,1,Job,3.52,Tier 2
STU01201,Jyoti Chopra,22,Male,2023,Cybersecurity,89.1,95.7,89.7,85.3,7.2,6.5,1,137,2,0,1,Job,6.52,Tier 3
STU01202,Aryan Trivedi,19,Female,2023,Cybersecurity,64.1,59.6,79.6,52.5,4.5,5.1,1,172,2,1,0,No Job,,
STU01203,Kabir Pillai,24,Male,2023,MERN,87.5,77.9,58.3,69.7,9.4,8.8,0,163,3,0,0,Job,6.07,Tier 1
STU01204,Ashu Arora,19,Male,2022,MERN,83.6,80.7,60.3,57.8,6.7,4.7,1,131,2,1,1,Internship,2.37,Tier 2
STU01205,Maya Gandhi,23,Male,2023,MERN,100.0,83.5,82.6,85.8,6.3,6.5,0,181,2,1,0,Job,4.83,Tier 1
STU01206,Akash Mehta,27,Male,2022,Figma Designer,84.2,89.1,84.7,53.0,4.8,8.2,2,193,2,0,0,No Job,,
STU01207,Shivam Pillai,19,Female,2023,DevOps,85.8,69.2,86.0,71.2,5.6,5.4,0,264,0,0,1,No Job,,
STU01208,Ritesh Chawla,27,Female,2022,Cybersecurity,68.2,61.7,51.2,67.4,6.6,5.8,5,84,1,1,1,No Job,,
STU01209,Suresh Verma,22,Female,2022,Cybersecurity,81.8,70.0,56.0,69.5,8.0,4.9,2,149,1,1,0,No Job,,
STU01210,Renu Sinha,21,Male,2022,MERN,91.7,72.1,92.9,79.2,3.7,4.1,3,147,2,1,2,Job,5.18,Tier 3
STU01211,Ankit Rao,26,Female,2023,Cybersecurity,73.8,60.5,61.8,49.5,3.4,4.3,1,87,1,1,0,Job,7.07,Tier 3
STU01212,Rajesh Trivedi,24,Female,2024,Cybersecurity,69.5,67.0,58.0,85.2,5.0,8.6,0,126,2,1,2,No Job,,
STU01213,Palak Trivedi,25,Female,2024,Cybersecurity,100.0,98.5,97.4,77.0,5.1,3.8,0,223,1,0,0,Job,4.83,Tier 1
STU01214,Nandini Sharma,27,Female,2022,DevOps,74.7,58.0,36.0,66.3,5.0,5.1,5,90,2,1,0,No Job,,
STU01215,Sandeep Batra,23,Female,2023,MERN,88.9,76.5,78.1,89.9,6.7,4.2,2,144,0,0,0,Job,5.41,Tier 2
STU01216,Amit Agarwal,20,Male,2023,MERN,72.3,76.0,65.6,69.3,6.2,5.0,0,119,1,1,1,Job,5.7,Tier 2
STU01217,Kunal Yadav,21,Female,2023,QA,72.7,88.4,75.9,72.3,5.4,5.8,1,126,3,0,0,No Job,,
STU01218,Vidya Gandhi,21,Female,2023,Cybersecurity,76.5,80.3,91.8,82.1,8.3,6.4,1,192,2,0,0,No Job,,
STU01219,Bhavna Kapoor,22,Female,2022,DevOps,84.9,73.9,76.9,64.3,9.9,8.3,1,169,3,0,0,Job,5.48,Tier 2
STU01220,Sanjay Nair,25,Male,2023,Figma Designer,92.0,74.6,58.7,61.9,6.8,7.6,3,151,0,0,1,No Job,,
STU01221,Anil Mehta,24,Female,2023,Data Science,71.3,79.1,76.0,80.3,6.6,7.3,0,109,3,0,1,No Job,,
STU01222,Anil Ghosh,21,Male,2022,QA,91.4,88.7,83.5,87.2,5.9,7.3,1,276,2,0,0,Job,4.74,Tier 3
STU01223,Anish Kumar,25,Female,2023,Figma Designer,79.7,73.0,68.0,69.1,3.8,3.6,1,102,1,0,1,Job,3.42,Tier 2
STU01224,Komal Chopra,22,Female,2023,Figma Designer,75.9,68.5,56.4,67.2,7.6,6.3,1,83,0,0,0,Job,3.6,Tier 1
STU01225,Deepika Goyal,26,Male,2022,QA,84.7,96.0,89.9,86.1,5.4,8.2,0,175,0,1,0,Job,5.08,Tier 2
STU01226,Maya Mehta,25,Male,2023,MERN,95.1,100.0,98.4,85.1,5.7,9.1,0,196,2,0,1,No Job,,
STU01227,Simran Shukla,25,Female,2024,MERN,84.2,79.4,81.0,70.8,6.0,8.0,1,180,2,1,1,Internship,2.36,Tier 3
STU01228,Priya Kumar,27,Female,2024,Cybersecurity,69.3,68.6,59.5,53.0,3.6,5.4,3,138,0,1,1,No Job,,
STU01229,Asha Sharma,26,Female,2023,MERN,79.8,61.4,61.1,54.6,8.2,7.3,0,141,1,0,0,Internship,1.53,Tier 1
STU01230,Nitin Sinha,19,Male,2023,Data Science,84.7,76.3,46.9,71.5,7.3,4.9,3,138,2,1,0,Job,6.47,Tier 1
STU01231,Renu Malhotra,25,Female,2023,QA,70.9,79.6,94.9,94.8,4.3,8.3,1,219,0,1,0,Internship,2.26,Tier 1
STU01232,Ashu Jain,21,Male,2023,MERN,81.4,54.5,50.9,46.0,3.9,4.8,0,63,2,0,0,No Job,,
STU01233,Kabir Dixit,22,Female,2022,Figma Designer,69.4,72.7,64.6,64.3,4.4,4.7,1,117,1,0,0,Job,3.0,Tier 3
STU01234,Swati Bhatt,24,Male,2023,QA,85.6,83.2,62.5,63.1,4.4,7.9,1,106,0,0,0,Internship,2.3,Tier 2
STU01235,Manish Shah,23,Female,2023,QA,95.6,89.3,92.8,59.3,3.8,6.2,2,179,0,0,0,No Job,,
STU01236,Vikas Roy,26,Male,2023,QA,77.0,64.7,77.6,77.9,6.4,7.3,1,193,1,0,0,No Job,,
STU01237,Isha Kapoor,20,Other,2024,Figma Designer,86.9,73.9,64.9,75.3,6.3,7.5,3,152,2,1,0,No Job,,
STU01238,Sahil Kaur,23,Female,2024,QA,90.3,73.0,57.4,83.0,3.6,4.4,3,111,1,1,1,Job,3.33,Tier 3
STU01239,Manisha Shukla,23,Female,2022,Cybersecurity,72.9,88.6,82.3,60.8,9.5,6.3,0,200,0,1,0,Job,5.85,Tier 2
STU01240,Arjun Shah,21,Male,2022,MERN,83.1,90.4,79.3,87.1,4.0,5.0,2,188,2,0,1,Job,5.89,Tier 1
STU01241,Sneha Chawla,23,Female,2022,Figma Designer,91.7,83.7,87.5,97.8,2.2,3.3,1,133,1,0,1,Job,4.87,Tier 3
STU01242,Ishaan Dubey,22,Male,2024,QA,97.6,83.9,77.2,86.1,7.0,6.1,4,126,1,0,0,Job,4.27,Tier 2
STU01243,Anish Desai,23,Male,2024,DevOps,74.7,69.7,66.4,73.0,5.8,5.2,3,145,2,1,0,No Job,,
STU01244,Rohan Gandhi,27,Female,2024,Data Science,64.5,60.6,70.5,53.7,5.1,7.1,1,136,1,0,0,No Job,,
STU01245,Neha Malhotra,25,Female,2023,Cybersecurity,85.0,57.2,41.1,73.8,6.0,7.9,2,105,1,1,2,Job,7.54,Tier 3
STU01246,Abhinav Shah,19,Male,2024,Data Science,80.7,73.8,67.9,63.5,5.7,5.1,0,123,1,0,2,No Job,,
STU01247,Amit Kapoor,21,Male,2023,Figma Designer,78.4,92.3,86.9,87.0,7.1,4.5,0,198,1,1,1,Job,4.34,Tier 3
STU01248,Ashu Bansal,27,Female,2024,Figma Designer,71.8,71.0,64.6,57.8,5.4,6.1,0,129,1,0,2,No Job,,
STU01249,Komal Sinha,22,Female,2024,Data Science,88.6,72.0,73.8,67.8,4.9,6.7,2,165,4,0,2,No Job,,
STU01250,Khushi Dubey,22,Male,2023,Cybersecurity,70.9,70.1,71.7,77.3,6.2,7.0,0,155,1,0,0,Job,6.13,Tier 3
STU01251,Vaibhav Kumar,24,Female,2023,Data Science,69.9,64.7,75.8,73.1,7.2,9.3,1,143,2,0,0,Job,5.53,Tier 1
STU01252,Nitin Jain,21,Female,2024,Cybersecurity,76.4,60.9,59.3,61.8,5.6,8.0,3,169,0,1,0,Job,5.47,Tier 1
STU01253,Priya Mehta,21,Male,2023,MERN,89.1,67.3,42.7,87.3,5.7,6.2,2,77,1,1,0,No Job,,
STU01254,Uma Trivedi,27,Male,2022,Cybersecurity,61.7,62.4,45.1,60.5,8.1,9.7,1,157,1,0,1,No Job,,
STU01255,Ishaan Sinha,23,Female,2022,MERN,65.8,49.9,60.5,65.9,5.9,7.5,2,66,1,0,0,Job,5.52,Tier 3
STU01256,Vinay Sharma,25,Female,2023,Data Science,68.2,66.1,68.4,59.3,3.2,7.7,1,104,1,1,0,No Job,,
STU01257,Vanshika Shukla,23,Female,2023,MERN,100.0,84.1,76.2,64.2,5.9,9.2,3,159,3,0,0,Internship,1.35,Tier 3
STU01258,Swati Sharma,24,Male,2022,Data Science,81.4,81.0,74.9,72.7,5.8,6.9,1,103,1,0,1,Internship,2.05,Tier 3
STU01259,Aditya Desai,26,Male,2022,DevOps,65.5,62.7,56.1,45.9,6.3,6.5,2,96,3,0,0,Job,6.33,Tier 3
STU01260,Anand Reddy,26,Male,2023,Data Science,76.4,60.3,54.5,64.4,6.2,6.7,5,134,1,0,2,No Job,,
STU01261,Rajan Tiwari,20,Female,2023,DevOps,87.3,78.9,68.7,74.4,5.8,6.1,2,131,2,0,0,No Job,,
STU01262,Vaibhav Batra,27,Male,2022,Figma Designer,100.0,95.4,83.4,90.2,6.4,5.4,0,188,0,0,1,Job,3.11,Tier 2
STU01263,Ankit Arora,24,Male,2022,QA,59.5,55.4,60.2,57.9,3.6,4.4,2,162,1,0,1,No Job,,
STU01264,Nitin Bhatt,25,Male,2022,Figma Designer,65.1,80.1,75.2,71.1,9.9,7.9,4,165,2,1,2,No Job,,
STU01265,Kunal Mishra,21,Male,2022,Figma Designer,73.9,70.5,65.4,68.6,5.9,8.0,0,100,1,1,0,Job,5.05,Tier 1
STU01266,Ishaan Kapoor,22,Male,2024,Data Science,74.4,66.1,74.6,76.3,3.9,5.4,3,145,1,0,0,No Job,,
STU01267,Anand Singh,24,Male,2022,Data Science,74.2,63.3,74.7,73.4,3.1,6.3,0,147,1,1,0,No Job,,
STU01268,Rajni Bansal,25,Female,2024,DevOps,76.7,73.0,87.2,82.2,6.6,5.3,1,178,1,1,1,No Job,,
STU01269,Kunal Bansal,24,Male,2023,Figma Designer,100.0,84.1,76.6,54.1,5.1,7.0,2,140,2,0,0,No Job,,
STU01270,Sanjay Chauhan,23,Female,2024,Figma Designer,62.8,49.8,48.6,65.1,6.3,7.1,0,100,0,0,3,No Job,,
STU01271,Abhinav Khanna,20,Male,2022,Data Science,79.9,88.9,81.5,86.8,9.6,5.7,0,189,2,1,0,No Job,,
STU01272,Kunal Arora,25,Male,2022,MERN,84.7,72.5,64.2,89.6,5.8,5.8,1,52,4,1,0,Job,4.26,Tier 2
STU01273,Uma Gupta,23,Male,2022,Data Science,60.6,77.2,73.8,66.9,7.8,5.9,2,165,0,1,0,Internship,1.85,Tier 2
STU01274,Jyoti Roy,27,Male,2022,QA,95.2,71.2,74.7,65.3,4.0,5.3,1,128,0,1,0,No Job,,
STU01275,Sara Pillai,22,Male,2023,Cybersecurity,76.1,80.3,77.5,76.8,6.3,6.8,2,98,3,0,0,No Job,,
STU01276,Anand Kaur,20,Female,2022,Data Science,65.0,77.6,72.4,48.3,4.3,3.0,2,94,0,1,0,Internship,1.1,Tier 3
STU01277,Kunal Sharma,25,Male,2022,DevOps,96.6,95.7,94.7,56.8,3.7,6.3,1,201,0,0,0,Internship,2.4,Tier 1
STU01278,Rahul Gandhi,25,Male,2024,Cybersecurity,86.2,80.7,96.6,77.6,6.1,8.8,1,184,2,0,1,No Job,,
STU01279,Sonam Rao,19,Female,2023,QA,71.5,77.9,66.0,61.0,8.5,7.2,1,177,2,0,1,Internship,1.7,Tier 3
STU01280,Manish Goyal,23,Male,2022,Data Science,86.7,81.7,81.2,61.7,7.5,4.8,1,204,2,1,0,Job,5.7,Tier 3
STU01281,Vidya Pillai,21,Female,2022,Figma Designer,82.7,64.3,62.7,69.2,10.0,4.8,0,89,0,1,0,No Job,,
STU01282,Naman Goyal,27,Male,2022,DevOps,59.6,64.9,55.3,48.3,5.7,5.4,3,108,1,1,0,Internship,1.76,Tier 2
STU01283,Ankita Gupta,27,Male,2024,QA,60.7,50.5,46.7,61.8,6.4,5.2,2,135,0,0,0,No Job,,
STU01284,Aryan Dutta,25,Female,2024,QA,82.0,61.9,58.5,53.6,7.0,7.2,3,91,0,1,0,Internship,2.33,Tier 2
STU01285,Anand Joshi,27,Other,2024,Data Science,56.7,61.8,82.1,53.1,6.0,5.0,2,216,1,1,1,No Job,,
STU01286,Aditya Goyal,20,Male,2024,Data Science,90.1,73.2,82.7,73.2,7.4,7.2,0,162,2,1,0,Job,6.26,Tier 2
STU01287,Harsh Yadav,26,Male,2023,Cybersecurity,61.4,77.7,63.7,60.1,4.8,6.0,0,138,1,0,0,Internship,1.67,Tier 2
STU01288,Deepak Nair,19,Male,2022,Data Science,89.0,95.2,93.2,100.0,4.6,6.7,4,188,1,0,0,Job,6.2,Tier 2
STU01289,Vanshika Bhatt,21,Male,2023,QA,95.1,100.0,78.4,85.9,4.9,7.2,1,162,1,0,0,Internship,2.48,Tier 2
STU01290,Sandeep Srivastava,26,Female,2024,Cybersecurity,83.9,61.7,55.7,61.9,4.0,6.9,3,135,3,0,2,No Job,,
STU01291,Vikas Agarwal,26,Male,2024,QA,40.0,37.7,62.1,52.8,2.8,8.7,1,98,2,1,0,Job,4.0,Tier 3
STU01292,Harsh Kapoor,26,Female,2023,MERN,91.4,88.5,100.0,90.2,5.5,8.3,3,204,2,1,1,No Job,,
STU01293,Sandeep Chauhan,25,Male,2023,MERN,72.8,65.5,43.1,59.3,1.8,5.0,2,90,2,0,1,No Job,,
STU01294,Bhavna Iyer,20,Female,2024,Cybersecurity,77.3,64.1,65.2,70.6,5.1,9.5,0,139,1,0,0,Job,6.36,Tier 1
STU01295,Rajni Sinha,21,Male,2022,Data Science,69.1,62.6,68.7,70.2,2.1,6.5,5,172,3,0,1,Internship,1.73,Tier 3
STU01296,Ishaan Reddy,27,Female,2024,Cybersecurity,98.2,83.2,74.9,90.8,8.7,6.8,1,150,0,0,0,Internship,2.01,Tier 1
STU01297,Aryan Dutta,20,Male,2022,QA,80.1,79.7,77.5,69.1,5.1,7.6,1,168,0,0,0,Job,4.47,Tier 3
STU01298,Karan Roy,25,Female,2023,MERN,73.1,50.7,50.6,62.5,1.0,4.8,1,150,3,0,2,No Job,,
STU01299,Anushka Sharma,19,Female,2022,QA,94.1,85.5,87.4,83.3,5.9,8.8,3,198,1,1,2,Job,5.37,Tier 3
STU01300,Swati Khanna,21,Male,2023,Data Science,88.6,76.2,69.2,75.8,6.3,6.7,0,140,2,1,0,Job,7.53,Tier 2
STU01301,Zara Yadav,19,Female,2023,MERN,64.4,55.7,65.7,36.1,4.7,8.3,0,118,1,1,1,No Job,,
STU01302,Pranav Tiwari,24,Female,2023,Figma Designer,82.0,88.1,93.5,91.8,8.7,6.2,1,225,1,1,0,No Job,,
STU01303,Sanjana Arora,22,Female,2024,Figma Designer,80.6,69.1,78.5,77.3,6.9,5.0,3,121,4,1,1,Internship,1.34,Tier 2
STU01304,Simran Desai,19,Male,2023,DevOps,60.3,57.7,58.2,66.1,5.4,7.3,1,131,4,0,0,Job,6.37,Tier 3
STU01305,Prachi Dubey,23,Female,2024,Figma Designer,87.9,74.9,45.3,64.6,6.7,4.9,0,96,4,0,0,No Job,,
STU01306,Prateek Khanna,22,Female,2022,DevOps,77.7,87.2,86.9,95.2,8.6,5.7,2,186,0,1,1,No Job,,
STU01307,Divya Batra,20,Male,2024,MERN,100.0,86.1,62.9,77.4,3.6,2.5,2,153,1,0,0,Internship,2.36,Tier 1
STU01308,Sakshi Chauhan,25,Male,2022,MERN,94.9,81.2,82.4,79.6,4.3,8.4,1,149,0,0,3,No Job,,
STU01309,Jyoti Kaur,26,Female,2022,Figma Designer,80.7,82.3,82.2,64.0,5.8,5.6,1,140,2,0,3,No Job,,
STU01310,Krishna Ghosh,22,Male,2022,Data Science,77.0,48.9,51.7,50.6,2.8,5.9,1,63,2,0,1,No Job,,
STU01311,Sanjay Shukla,27,Male,2023,DevOps,53.5,59.1,62.2,61.1,6.3,6.4,1,125,4,0,0,Internship,1.23,Tier 2
STU01312,Vidya Dutta,21,Male,2024,DevOps,88.1,80.0,93.5,65.2,8.8,7.2,3,217,3,1,0,Internship,2.17,Tier 1
STU01313,Vishal Trivedi,24,Female,2022,Cybersecurity,77.2,79.6,91.3,67.1,5.6,4.5,1,160,0,0,0,No Job,,
STU01314,Karan Iyer,25,Female,2023,DevOps,72.4,71.4,65.8,73.8,2.9,4.2,1,81,1,0,0,No Job,,
STU01315,Lakshmi Shah,25,Female,2024,MERN,78.3,60.7,39.8,71.9,7.2,8.0,0,55,1,0,1,No Job,,
STU01316,Harsh Kumar,24,Female,2023,Data Science,96.6,66.4,85.3,50.6,8.8,5.6,0,185,0,0,3,No Job,,
STU01317,Vidya Pillai,27,Male,2024,Cybersecurity,94.4,88.0,62.7,100.0,1.0,6.9,1,125,1,1,0,Internship,0.95,Tier 2
STU01318,Rohan Chauhan,19,Male,2022,Cybersecurity,94.3,76.7,74.8,63.2,6.8,5.6,1,166,0,0,3,Job,5.27,Tier 2
STU01319,Prateek Goyal,27,Male,2024,DevOps,65.5,61.0,61.8,51.3,7.0,7.3,2,146,2,1,0,No Job,,
STU01320,Amit Garg,27,Male,2022,Cybersecurity,97.0,74.6,77.4,85.8,6.7,5.6,0,185,1,1,0,Job,7.41,Tier 2
STU01321,Ravi Ghosh,22,Male,2024,Data Science,72.1,68.4,83.5,73.4,6.2,6.7,2,143,0,0,1,Internship,1.64,Tier 3
STU01322,Ayush Shah,23,Female,2023,Figma Designer,87.0,76.5,74.3,81.4,6.0,7.1,1,201,1,1,1,No Job,,
STU01323,Pranav Mishra,21,Female,2023,DevOps,85.5,64.1,58.8,55.2,5.3,6.6,0,117,1,0,0,No Job,,
STU01324,Abhinav Shah,25,Female,2022,Data Science,76.3,78.5,78.4,77.5,8.5,6.9,1,175,1,1,3,No Job,,
STU01325,Sakshi Garg,20,Other,2022,DevOps,80.6,66.2,50.0,90.6,6.0,6.2,2,101,2,0,0,Job,5.27,Tier 1
STU01326,Avni Iyer,26,Female,2022,QA,58.3,74.2,63.7,61.7,10.0,4.1,3,145,2,0,0,Job,6.41,Tier 3
STU01327,Anish Malhotra,27,Female,2023,Figma Designer,78.7,74.3,69.5,77.6,7.5,3.9,0,123,4,0,0,No Job,,
STU01328,Pranav Malhotra,24,Male,2022,MERN,75.2,69.2,75.0,59.2,6.0,4.4,1,130,3,1,1,Job,6.46,Tier 2
STU01329,Mohit Reddy,27,Male,2024,Cybersecurity,100.0,69.9,85.6,57.0,4.1,5.1,1,180,1,1,0,No Job,,
STU01330,Kabir Rao,24,Male,2022,Data Science,78.3,77.4,87.2,69.8,6.8,7.6,0,203,0,1,0,Job,5.95,Tier 1
STU01331,Anushka Agarwal,21,Male,2024,Data Science,69.4,66.2,77.4,64.7,4.3,3.1,2,194,2,1,0,Job,5.59,Tier 2
STU01332,Vineeta Goyal,21,Male,2022,DevOps,79.4,74.4,85.2,68.7,4.6,6.9,1,159,1,0,0,Job,7.81,Tier 2
STU01333,Mohit Bansal,20,Female,2022,Cybersecurity,69.9,80.1,83.1,73.3,5.1,5.2,1,192,1,0,0,No Job,,
STU01334,Tarun Tiwari,23,Male,2024,QA,61.0,70.3,70.1,89.7,3.5,6.9,2,150,1,0,0,No Job,,
STU01335,Amar Malhotra,22,Male,2024,MERN,82.9,85.9,68.1,94.9,9.0,8.5,1,138,0,0,1,No Job,,
STU01336,Ankit Roy,24,Female,2023,Data Science,78.1,47.7,53.8,54.8,3.6,6.5,2,113,0,0,0,No Job,,
STU01337,Anand Kapoor,23,Female,2022,DevOps,89.9,76.8,54.1,72.9,6.3,7.6,1,107,2,0,3,No Job,,
STU01338,Tanvi Batra,24,Male,2023,Data Science,95.5,66.4,60.2,79.7,4.4,5.2,0,134,0,1,0,Job,5.39,Tier 3
STU01339,Dev Ghosh,22,Male,2023,Data Science,100.0,89.7,83.6,87.7,3.2,5.3,3,116,2,1,0,No Job,,
STU01340,Priya Yadav,21,Other,2023,MERN,80.8,54.7,59.0,60.2,5.4,7.9,0,72,2,1,0,Internship,2.24,Tier 2
STU01341,Nitin Dutta,19,Male,2023,DevOps,86.3,87.3,73.6,100.0,5.5,9.4,2,126,1,1,1,No Job,,
STU01342,Ishaan Rastogi,23,Female,2023,MERN,81.4,89.5,62.0,71.5,8.5,7.4,2,147,1,1,0,Job,6.74,Tier 3
STU01343,Sneha Gandhi,24,Male,2022,DevOps,50.2,53.3,50.6,56.5,6.5,3.5,2,113,2,0,1,Job,5.82,Tier 3
STU01344,Harsha Garg,23,Male,2024,Data Science,92.8,84.1,75.8,75.3,6.2,4.6,1,155,0,1,0,No Job,,
STU01345,Avni Iyer,23,Male,2024,Data Science,84.5,91.2,86.1,86.0,7.2,5.7,3,210,0,1,0,No Job,,
STU01346,Sonam Chauhan,24,Female,2022,Cybersecurity,84.7,96.7,96.0,74.3,5.3,6.8,1,178,2,0,0,Internship,1.0,Tier 2
STU01347,Ishaan Patel,22,Female,2023,Data Science,71.8,84.9,75.7,81.9,4.7,5.3,2,164,1,0,0,Job,6.18,Tier 2
STU01348,Krishna Arora,22,Male,2022,Cybersecurity,70.3,72.6,66.2,66.5,4.6,7.1,3,121,0,0,3,No Job,,
STU01349,Nitin Khanna,26,Male,2024,Data Science,77.2,87.5,73.6,89.2,4.5,4.6,0,138,1,1,0,Job,5.95,Tier 2
STU01350,Saloni Rao,26,Male,2023,MERN,84.7,66.2,65.5,61.9,6.3,7.7,2,177,2,1,0,No Job,,
STU01351,Akshay Jain,21,Female,2022,Data Science,54.6,50.9,66.8,49.4,3.2,6.5,3,127,1,1,2,No Job,,
STU01352,Jatin Dixit,25,Male,2022,Data Science,80.4,82.6,65.3,82.6,5.4,7.2,0,137,1,0,2,Job,7.32,Tier 3
STU01353,Shivam Arora,23,Male,2022,DevOps,98.3,84.3,55.5,77.9,8.2,3.4,0,110,0,1,0,Internship,1.17,Tier 2
STU01354,Anjali Rao,23,Male,2023,Figma Designer,76.4,77.6,76.8,69.8,6.4,6.7,1,152,1,1,0,Job,3.0,Tier 2
STU01355,Nandini Ghosh,21,Male,2024,Data Science,54.2,66.7,80.8,63.4,5.6,5.1,5,176,1,0,1,No Job,,
STU01356,Ravi Khanna,20,Female,2022,DevOps,75.7,79.7,79.5,69.0,4.9,6.2,0,127,0,0,0,No Job,,
STU01357,Saloni Desai,21,Female,2022,Cybersecurity,81.5,55.4,46.9,78.6,4.3,5.5,1,61,2,0,0,No Job,,
STU01358,Tarun Kapoor,25,Male,2023,DevOps,82.5,81.3,75.6,80.3,8.1,5.1,3,148,1,1,2,Job,6.3,Tier 3
STU01359,Ravi Nair,21,Male,2022,QA,79.9,66.6,67.3,73.0,6.0,6.1,0,127,1,0,0,No Job,,
STU01360,Pankaj Chawla,20,Male,2023,Data Science,100.0,87.6,89.9,84.2,4.9,7.2,5,200,0,1,0,No Job,,
STU01361,Sachin Goyal,22,Male,2023,Figma Designer,79.7,68.4,57.5,69.3,5.3,8.3,2,144,2,0,0,Internship,2.5,Tier 3
STU01362,Swati Batra,23,Female,2023,MERN,80.3,69.0,87.2,62.7,4.2,5.4,4,142,2,1,2,Internship,2.49,Tier 3
STU01363,Akash Sinha,25,Male,2024,MERN,71.2,61.5,58.1,55.1,6.0,7.8,0,84,1,0,0,No Job,,
STU01364,Kavya Gupta,19,Male,2024,QA,89.3,86.2,72.4,73.8,6.0,8.1,0,135,1,0,1,Internship,2.37,Tier 3
STU01365,Uday Sinha,26,Male,2023,DevOps,98.4,82.4,81.1,82.2,6.9,4.7,1,149,0,0,3,No Job,,
STU01366,Mihir Patel,21,Female,2024,DevOps,70.5,64.8,48.6,59.8,3.1,6.6,0,99,2,1,0,No Job,,
STU01367,Mihir Sharma,24,Female,2024,Cybersecurity,76.7,67.7,92.1,79.0,6.0,7.4,0,212,1,0,0,Internship,0.91,Tier 2
